phylum	genus	genus_tax_id
Firmicutes	Massiliomicrobiota	1924110
Proteobacteria	Thalassolituus	187492
Proteobacteria	Aggregatibacter	416916
Firmicutes	Sediminibacillus	482460
Proteobacteria	Pontibaca	1400059
Firmicutes	Bhargavaea	941338
Proteobacteria	Amorphus	580880
Firmicutes	Ethanoligenens	253238
Proteobacteria	Candidatus_Jidaibacter	1891672
Epsilonbacteraeota	Sulfuricurvum	286130
Actinobacteria	Timonella	1465824
Proteobacteria	Malonomonas	57039
Bacteroidetes	Hymenobacter	89966
Proteobacteria	Gallaecimonas	745410
Bacteroidetes	Leadbetterella	319458
Firmicutes	Clostridiisalibacter	516086
Cyanobacteria	Mastigocladopsis	221282
Proteobacteria	Thiorhodococcus	57488
Actinobacteria	Dermacoccus	57495
Cyanobacteria	Acaryochloris	155977
Proteobacteria	Vogesella	57739
Actinobacteria	Jatrophihabitans	1434010
Proteobacteria	Amantichitinum	1433987
Proteobacteria	Actibacterium	1433986
Proteobacteria	Dissulfuribacter	1433998
Bacteroidetes	Chryseolinea	1433993
Bacteroidetes	Sinomicrobium	1434045
Proteobacteria	Mameliella	1434019
Chloroflexi	Ornatilinea	1434028
Proteobacteria	Pleomorphobacterium	1434031
Acidobacteria	Thermoanaerobaculum	1434048
Proteobacteria	Spiribacter	1335745
Cyanobacteria	Aliterella	1827277
Proteobacteria	Zhongshania	1434050
Proteobacteria	Oleispira	188907
Firmicutes	Solobacterium	123375
Proteobacteria	Ventosimonas	1827307
Proteobacteria	Catenovulum	1172191
Bacteroidetes	Rudanella	451373
Proteobacteria	Wohlfahrtiimonas	582472
Cyanobacteria	Rubidibacter	582491
Firmicutes	Faecalibaculum	1729679
Proteobacteria	Thioflavicoccus	156885
Proteobacteria	Kordiimonas	288021
Proteobacteria	Candidimonas	1074468
Bacteroidetes	Reichenbachiella	156993
Proteobacteria	Desulfatitalea	1303912
Firmicutes	Emergencia	1926556
Proteobacteria	Sagittula	58842
Proteobacteria	Rickettsiella	59195
Proteobacteria	Blastochloris	59282
Proteobacteria	Yangia	354203
Cyanobacteria	Neosynechococcus	1501143
Bacteroidetes	Niastella	354354
Proteobacteria	Thioalkalimicrobium	92244
Planctomycetes	Paludisphaera	1763521
Cyanobacteria	Kamptonema	1501433
Firmicutes	Risungbinella	1763555
Bacteroidetes	Filimonas	649460
Bacteroidetes	Gracilimonas	649462
Bacteroidetes	Chlorobaculum	256319
Bacteroidetes	Empedobacter	59734
Bacteroidetes	Marinilabilia	59738
Bacteroidetes	Flammeovirga	59739
Bacteroidetes	Persicobacter	59740
Actinobacteria	Ornithinimicrobium	125287
Firmicutes	Pontibacillus	289201
Chloroflexi	Nitrolancea	1206748
Firmicutes	Caldicoprobacter	715222
Firmicutes	Sedimentibacter	190972
Actinobacteria	Ilumatobacter	682522
Proteobacteria	Desulfarculus	453229
Proteobacteria	Parvibaculum	256616
Proteobacteria	Sulfitobacter	60136
Proteobacteria	Hahella	158481
Epsilonbacteraeota	Nautilia	191291
Epsilonbacteraeota	Caminibacter	191301
Proteobacteria	Aromatoleum	551759
Lentisphaerae	Lentisphaera	256846
Firmicutes	Vulcanibacillus	551771
Actinobacteria	Conexibacter	191494
Proteobacteria	Leeia	650341
Proteobacteria	Moellerella	158848
Proteobacteria	Hyalangium	224455
Proteobacteria	Desulfothermus	224474
Bacteroidetes	Altibacter	1535231
Proteobacteria	Plesiocystis	191767
Firmicutes	Marinilactibacillus	191769
Acidobacteria	Edaphobacter	388463
Bacteroidetes	Roseivirga	290180
Firmicutes	Sulfobacillus	28033
Actinobacteria	Acidothermus	28048
Cyanobacteria	Nodularia	159191
Proteobacteria	Desulfobacca	60892
Proteobacteria	Candidatus_Photodesmus	1076727
Proteobacteria	Roseivivax	93682
Halanaerobiaeota	Acetohalobium	28186
Proteobacteria	Desulfobacula	28222
Proteobacteria	Colwellia	28228
Thermotogae	Petrotoga	28236
Nitrospirae	Thermodesulfovibrio	28261
Actinobacteria	Arcanobacterium	28263
Proteobacteria	Desulfoplanes	1634037
Firmicutes	Holdemania	61170
Actinobacteria	Herbidospora	28443
Verrucomicrobia	Lacunisphaera	1961799
Bacteroidetes	Tidjanibacter	1929083
Bacteroidetes	Pontibacter	323449
Firmicutes	Candidatus_Soleaferrea	1470353
Synergistetes	Aminiphilus	290731
Firmicutes	Thermovenabulum	159730
Chloroflexi	Dehalococcoides	61434
Proteobacteria	Oceanibulbus	225421
Proteobacteria	Thiorhodovibrio	61593
Actinobacteria	Yaniella	225447
Proteobacteria	Chitiniphilus	585890
Thermotogae	Kosmotoga	651456
Proteobacteria	Hydrogenovibrio	28884
Proteobacteria	Caedibacter	28905
Firmicutes	Acidibacillus	1765682
Bacteroidetes	Sediminicola	389486
Firmicutes	Paenisporosarcina	651660
Proteobacteria	Meganema	356797
Firmicutes	Allofustis	192987
Proteobacteria	Stenoxybacter	422440
Proteobacteria	Candidatus_Hepatobacter	1274401
Proteobacteria	Acidihalobacter	1765964
Chloroflexi	Thermanaerothrix	1077886
Actinobacteria	Planobispora	29298
Firmicutes	Amphibacillus	29331
Bacteroidetes	Balneola	455358
Firmicutes	Dolosigranulum	29393
Actinobacteria	Microlunatus	29404
Spirochaetes	Brachyspira	29521
Bacteroidetes	Sanguibacteroides	1635148
Proteobacteria	Syntrophobacter	29526
Thermotogae	Marinitoga	160798
Proteobacteria	Methylosarcina	160800
Actinobacteria	Acaricomes	291967
Proteobacteria	Litoreibacter	947567
Proteobacteria	Desulfonatronospira	488937
Firmicutes	Ndongobacter	1930845
Firmicutes	Anthococcus	1930830
Firmicutes	Atopostipes	292480
Proteobacteria	Alysiella	194195
Proteobacteria	Occidentia	1930933
Proteobacteria	Luminiphilus	1341118
Actinobacteria	Haematomicrobium	1930924
Elusimicrobia	Elusimicrobium	423604
Proteobacteria	Geminicoccus	489140
Bacteroidetes	Echinicola	390846
Proteobacteria	Aliagarivorans	882379
Proteobacteria	Pseudohaliea	1341120
Proteobacteria	Nisaea	390876
Firmicutes	Seinonella	292637
Firmicutes	Saccharibacillus	456492
Proteobacteria	Thiobacimonas	1701761
Proteobacteria	Aliiglaciecola	1406885
Firmicutes	Syntrophothermus	129001
Firmicutes	Thermodesulfobium	227388
Candidatus Cloacimonetes	Candidatus_Cloacimonas	456826
Proteobacteria	Haliangium	162027
Actinobacteria	Enorma	1472762
Firmicutes	Kallipyga	1472763
Firmicutes	Desulfitibacter	293136
Proteobacteria	Magnetococcus	162171
Firmicutes	Anaerosporobacter	653683
Actinobacteria	Demetria	63958
Proteobacteria	Nevskia	64001
Firmicutes	Jeotgalicoccus	227979
Aquificae	Desulfurobacterium	64159
Acidobacteria	Terracidiphilus	1768185
Proteobacteria	Marinimicrobium	359337
Proteobacteria	Arenimonas	490567
Proteobacteria	Geoalkalibacter	392332
Actinobacteria	Humibacillus	556178
Cyanobacteria	Hapalosiphon	162985
Firmicutes	Urmitella	1965226
Elusimicrobia	Endomicrobium	1408194
Firmicutes	Helcococcus	31983
Acidobacteria	Chloracidobacterium	458032
Fusobacteria	Sebaldella	32068
Spirochaetes	Borreliella	64895
Proteobacteria	Buchnera	32199
Proteobacteria	Marinospirillum	64968
Spirochaetes	Leptonema	32205
Proteobacteria	Oceanobacter	196079
Acidobacteria	Terriglobus	392733
Bacteroidetes	Arachidicoccus	1769012
Firmicutes	Thermosinus	261684
Firmicutes	Halalkalibacillus	392825
Proteobacteria	Agarivorans	261825
Firmicutes	Neofamilia	1933048
Bacteroidetes	Chishuiella	1572663
Proteobacteria	Pleomorphomonas	261933
Chrysiogenetes	Desulfurispirillum	393029
Proteobacteria	Candidatus_Thioglobus	655184
Actinobacteria	Cryptosporangium	65502
Proteobacteria	Micavibrio	213485
Proteobacteria	Haliea	475794
Verrucomicrobia	Chthoniobacter	295577
Proteobacteria	Maritalea	623276
Proteobacteria	Hellea	574559
Proteobacteria	Salinarimonas	690086
Proteobacteria	Arhodomonas	2368
Proteobacteria	Paenalcaligenes	1100891
Planctomycetes	Blastopirellula	265487
Firmicutes	Thermosyntropha	54293
Proteobacteria	Ponticaulis	1123044
Proteobacteria	Terasakiispira	1861843
Proteobacteria	Elioraea	457933
Proteobacteria	Planktotalea	1195766
Proteobacteria	Dongia	1146845
Chloroflexi	Herpetosiphon	64
Planctomycetes	Gemmata	113
Planctomycetes	Pirellula	123
Proteobacteria	Zymobacter	33073
Verrucomicrobia	Rubritalea	361050
Proteobacteria	Thiohalorhabdus	492233
Proteobacteria	Oxalobacter	846
Proteobacteria	Oceanospirillum	965
Firmicutes	Salsuginibacillus	427077
Firmicutes	Marinococcus	1370
Firmicutes	Kandleria	1279388
Firmicutes	Caldanaerovirga	591374
Planctomycetes	Schlesneria	656899
Verrucomicrobia	Diplosphaera	1148783
Actinobacteria	Planomonospora	1998
Actinobacteria	Millisia	264147
Proteobacteria	Saccharospirillum	231683
Coprothermobacteraeota	Coprothermobacter	68335
Proteobacteria	Desulfacinum	35836
Planctomycetes	Rhodopirellula	265488
Bacteroidetes	Salinimicrobium	561367
Bacteroidetes	Hugenholtzia	1937999
Aquificae	Hydrogenobaculum	168657
Firmicutes	Atopobacter	136491
Chloroflexi	Oscillochloris	104175
Proteobacteria	Candidatus_Mikella	1906660
Proteobacteria	Methylobrevis	1775716
Firmicutes	Tumebacillus	432330
Planctomycetes	Rubripirellula	1579505
Planctomycetes	Roseimaritima	1579506
Proteobacteria	Paludibacterium	400060
Proteobacteria	Sandaracinus	1055688
Actinobacteria	Catelliglobosispora	1121253
Firmicutes	Eremococcus	171412
Firmicutes	Atopococcus	269773
Proteobacteria	Deefgea	400947
Firmicutes	Anaerocolumna	1843210
Firmicutes	Proteiniclasticum	1155385
Firmicutes	Tissierella	41273
Firmicutes	Gracilibacillus	74385
Firmicutes	Desmospora	500614
Proteobacteria	Arsukibacterium	336830
Actinobacteria	Actinomycetospora	402649
Actinobacteria	Paraoerskovia	665568
Firmicutes	Lacticigenium	633405
Proteobacteria	Cosenzaea	1354333
Planctomycetes	Gimesia	1649453
Verrucomicrobia	Terrimicrobium	1649503
Planctomycetes	Planctopirus	1649480
Planctomycetes	Phycisphaera	666508
Actinobacteria	Prauserella	142577
Firmicutes	Lutispora	667112
Proteobacteria	Candidatus_Hamiltonella	568987
Firmicutes	Alkalibacter	274470
Firmicutes	Tuberibacillus	340096
Proteobacteria	Kushneria	504090
Firmicutes	Calditerricola	373053
Firmicutes	Shimazuella	471798
Proteobacteria	Anaerobiospirillum	13334
Verrucomicrobia	Opitutus	178440
Chlamydiae	Neochlamydia	112987
Proteobacteria	Pseudoduganella	1522432
Proteobacteria	Bacteriovorax	146784
Proteobacteria	Azovibrio	146935
Proteobacteria	Candidatus_Carsonella	114185
Firmicutes	Paramaledivibacter	1884934
Firmicutes	Proteocatella	181069
Proteobacteria	Budvicia	82978
Proteobacteria	Leminorella	82980
Verrucomicrobia	Haloferula	574899
Firmicutes	Tepidibacter	214904
Proteobacteria	Candidatus_Midichloria	411566
Actinobacteria	Actinopolymorpha	117156
Firmicutes	Desulfurispora	510701
Proteobacteria	Aestuariibacter	249523
Proteobacteria	Parasutterella	577310
Cyanobacteria	Limnoraphis	1332112
Armatimonadetes	Fimbriimonas	1005038
Proteobacteria	Amphritea	515417
Firmicutes	Desulfovirgula	418453
Actinobacteria	Spirillospora	58122
Actinobacteria	Allosalinactinospora	1631197
Proteobacteria	Salinimonas	288793
Actinobacteria	Gulosibacter	256818
Cyanobacteria	Dolichospermum	748770
Firmicutes	Sharpea	519427
Firmicutes	Anaerosphaera	1273095
Firmicutes	Effusibacillus	1502725
Bacteroidetes	Thermonema	28194
Proteobacteria	Oceanisphaera	225143
Proteobacteria	Halofilum	1929135
Proteobacteria	Polycyclovorans	1274363
Cyanobacteria	Mastigocladus	29417
Fibrobacteres	Chitinivibrio	1505231
Firmicutes	Asaccharospora	1505660
Firmicutes	Caldibacillus	1276290
Firmicutes	Planomicrobium	162291
Proteobacteria	Carnimonas	64322
Proteobacteria	Uliginosibacterium	392735
Firmicutes	Youngiibacter	1408818
Firmicutes	Anaerobranca	42447
Firmicutes	Casaltella	1715793
Proteobacteria	Desulfovermiculus	339721
Proteobacteria	Phaseolibacter	1297562
Proteobacteria	Algicola	296014
Proteobacteria	Niveispirillum	1543704
Actinobacteria	Kribbia	331525
Bacteroidetes	Eisenibacter	1937963
Proteobacteria	Silvimonas	300264
Proteobacteria	Nesiotobacter	500577
Proteobacteria	Ignatzschineria	112008
Actinobacteria	Granulicoccus	448176
Proteobacteria	Brackiella	124224
Proteobacteria	Sterolibacterium	157591
Proteobacteria	Nitrospirillum	1543705
Proteobacteria	Ruminobacter	866
Proteobacteria	Succinivibrio	83770
Proteobacteria	Methyloglobulus	1410680
Firmicutes	Ureibacillus	160795
Firmicutes	Caldalkalibacillus	379065
Firmicutes	Anaeroglobus	156454
Firmicutes	Kroppenstedtia	1274351
Bacteroidetes	Thermophagus	1434049
Bacteroidetes	Geofilum	1236988
Firmicutes	Caldisalinibacter	1640153
Firmicutes	Alterileibacterium	1980680
Proteobacteria	Oceanicella	1233054
